date,temperature_c,rainfall_mm,humidity_percent
2022-06-25,18.6,18.5,98
2022-06-26,19.2,9.0,95
2022-06-27,18.9,10.1,95
2022-06-28,18.9,10.7,96
2022-06-29,18.5,13.0,100
2022-06-30,18.8,29.5,99
2022-07-01,18.7,13.5,99
2022-07-02,18.9,13.6,97
2022-07-03,18.9,11.8,96
2022-07-04,18.3,44.4,100
2022-07-05,18.1,72.1,100
2022-07-06,18.5,34.7,98
2022-07-07,18.2,27.0,100
2022-07-08,18.0,32.2,100
2022-07-09,17.8,62.7,100
2022-07-10,17.7,31.4,100
2022-07-11,17.8,27.1,99
2022-07-12,17.9,31.0,99
2022-07-13,18.0,42.3,99
2022-07-14,18.3,33.8,98
2022-07-15,18.5,25.0,97
2022-07-16,18.7,25.8,98
2022-07-17,19.1,18.5,97
2022-07-18,18.5,12.1,98
2022-07-19,19.2,3.8,94
2022-07-20,19.7,8.5,93
2022-07-21,19.7,3.5,92
2022-07-22,18.9,17.2,97
2022-07-23,18.5,6.7,97
2022-07-24,18.5,15.1,95
2022-07-25,19.1,4.8,92
2022-07-26,19.6,1.6,89
2022-07-27,19.5,15.2,92
2022-07-28,20.6,4.8,88
2022-07-29,21.2,15.0,90
2022-07-30,20.6,13.1,91
2022-07-31,20.4,10.8,92
2022-08-01,19.6,17.2,97
2022-08-02,18.8,27.9,99
2022-08-03,19.4,29.0,94
2022-08-04,18.7,43.1,98
2022-08-05,18.2,50.8,100
2022-08-06,18.5,37.9,99
2022-08-07,18.5,27.7,99
2022-08-08,18.4,33.8,99
2022-08-09,18.4,19.5,97
2022-08-10,18.2,19.0,98
2022-08-11,18.5,19.5,96
2022-08-12,19.1,10.3,93
2022-08-13,18.7,8.6,93
2022-08-14,18.6,3.4,92
2022-08-15,19.3,1.6,90
2022-08-16,20.1,0.2,84
2022-08-17,20.2,0.6,81
2022-08-18,19.8,2.6,89
2022-08-19,19.5,2.9,90
2022-08-20,19.3,5.3,92
2022-08-21,18.8,8.5,97
2022-08-22,18.6,15.1,98
2022-08-23,18.2,16.6,98
2022-08-24,18.0,9.8,98
2022-08-25,18.6,7.9,95
2022-08-26,18.4,17.0,99
2022-08-27,18.7,16.9,96
2022-08-28,19.4,4.1,92
2022-08-29,19.5,19.6,96
2022-08-30,20.5,24.3,90
2022-08-31,20.2,18.9,91
2022-09-01,19.9,29.2,93
2022-09-02,19.8,6.3,93
2022-09-03,20.7,6.1,89
2022-09-04,20.5,8.5,93
2022-09-05,20.1,30.6,94
2022-09-06,19.9,35.0,93
2022-09-07,19.1,12.0,97
2022-09-08,18.7,16.5,97
2022-09-09,19.4,13.7,94
2022-09-10,19.0,12.7,97
2022-09-11,18.9,14.6,96
2022-09-12,18.8,15.2,96
2022-09-13,19.5,7.3,94
2022-09-14,19.3,7.3,93
2022-09-15,19.5,3.9,90
2022-09-16,19.1,5.6,94
2022-09-17,19.6,2.7,92
2022-09-18,19.5,3.2,91
2022-09-19,18.8,11.1,95
2022-09-20,19.1,3.4,91
2022-09-21,19.5,0.6,88
2022-09-22,18.9,1.3,87
2022-09-23,18.6,2.5,88
2022-09-24,19.1,5.2,91
2022-09-25,19.9,0.9,88
2022-09-26,19.6,0.1,88
2022-09-27,19.8,0.3,88
2022-09-28,19.8,0.4,88
2022-09-29,19.5,0.1,88
2022-09-30,18.8,4.6,92
2022-10-01,18.3,8.6,94
2022-10-02,18.8,1.6,89
2022-10-03,19.2,2.4,93
2022-10-04,19.8,1.4,90
2022-10-05,19.7,3.6,92
2022-10-06,18.5,5.8,96
2022-10-07,19.3,1.1,86
2022-10-08,19.5,0.3,87
2022-10-09,20.0,5.9,88
2022-10-10,19.2,8.4,97
2022-10-11,19.4,20.7,93
2022-10-12,19.5,16.6,92
2022-10-13,19.7,15.9,90
2022-10-14,19.3,22.6,93
2022-10-15,19.6,8.1,90
2022-10-16,19.4,27.8,95
2022-10-17,19.4,19.9,94
2022-10-18,19.3,25.2,94
2022-10-19,19.4,16.0,92
2022-10-20,19.2,10.8,93
2022-10-21,19.7,5.3,89
2022-10-22,20.3,0.3,83
2022-10-23,19.9,1.4,80
2022-10-24,19.7,0.0,77
2022-10-25,18.4,0.0,74
2022-10-26,19.3,0.0,70
2022-10-27,19.5,0.0,67
2022-10-28,19.5,0.0,68
2022-10-29,19.9,0.1,79
2022-10-30,19.4,2.6,88
2022-10-31,20.2,0.9,81
2022-11-01,20.1,0.8,72
2022-11-02,19.1,1.9,85
2022-11-03,19.9,3.0,84
2022-11-04,19.8,11.2,88
2022-11-05,19.7,3.7,88
2022-11-06,19.9,0.4,82
2022-11-07,19.9,0.0,77
2022-11-08,19.8,0.0,74
2022-11-09,19.5,0.0,70
2022-11-10,19.3,0.0,70
2022-11-11,18.9,4.4,83
2022-11-12,19.0,3.2,87
2022-11-13,19.6,4.3,90
2022-11-14,20.2,1.0,82
2022-11-15,19.8,0.8,85
2022-11-16,19.3,3.1,87
2022-11-17,19.5,0.0,75
2022-11-18,18.2,0.0,60
2022-11-19,18.0,0.0,60
2022-11-20,18.4,0.0,71
2022-11-21,18.2,0.0,73
2022-11-22,18.3,4.3,81
2022-11-23,18.5,6.1,91
2022-11-24,18.6,9.7,96
2022-11-25,20.0,0.2,85
2022-11-26,20.1,0.0,82
2022-11-27,19.5,1.1,85
2022-11-28,18.9,4.3,90
2022-11-29,19.3,4.3,89
2022-11-30,19.7,0.0,76
2022-12-01,19.4,0.0,74
2022-12-02,20.1,0.1,82
2022-12-03,20.5,0.0,78
2022-12-04,20.4,0.2,80
2022-12-05,20.0,0.0,78
2022-12-06,19.7,0.0,75
2022-12-07,19.1,0.0,65
2022-12-08,19.1,0.0,60
2022-12-09,17.4,2.3,72
2022-12-10,17.1,10.6,93
2022-12-11,17.7,22.6,97
2022-12-12,17.9,8.2,98
2022-12-13,18.5,2.4,92
2022-12-14,18.6,4.2,91
2022-12-15,18.6,0.0,75
2022-12-16,18.3,0.0,65
2022-12-17,18.7,0.0,74
2022-12-18,18.8,0.0,79
2022-12-19,18.7,0.2,75
2022-12-20,19.0,0.0,74
2022-12-21,18.9,0.0,74
2022-12-22,17.9,0.0,60
2022-12-23,18.4,0.0,60
2022-12-24,18.3,0.0,53
2022-12-25,18.9,0.0,74
2022-12-26,20.6,0.5,81
2022-12-27,20.8,0.0,80
2022-12-28,20.8,0.0,78
2022-12-29,20.1,0.0,70
2022-12-30,19.5,0.0,62
2022-12-31,19.1,0.0,65
2023-01-01,19.2,0.0,70
2023-01-02,19.1,0.0,63
2023-01-03,18.6,0.0,61
2023-01-04,18.3,0.0,67
2023-01-05,18.4,0.0,69
2023-01-06,18.8,0.0,70
2023-01-07,18.8,0.0,70
2023-01-08,18.7,0.0,71
2023-01-09,18.4,0.0,63
2023-01-10,17.9,0.0,50
2023-01-11,18.1,0.0,54
2023-01-12,18.7,0.0,53
2023-01-13,19.3,0.0,60
2023-01-14,18.8,0.0,59
2023-01-15,18.9,0.0,59
2023-01-16,19.7,0.0,66
2023-01-17,19.6,0.0,56
2023-01-18,19.3,0.0,49
2023-01-19,18.4,0.0,57
2023-01-20,17.8,0.0,61
2023-01-21,18.5,0.0,65
2023-01-22,18.8,0.0,65
2023-01-23,19.5,1.4,71
2023-01-24,18.1,11.5,87
2023-01-25,18.8,0.3,86
2023-01-26,18.9,0.0,65
2023-01-27,19.1,0.0,58
2023-01-28,18.7,0.0,51
2023-01-29,18.6,0.0,57
2023-01-30,19.5,0.0,71
2023-01-31,20.1,0.4,72
2023-02-01,19.9,0.0,55
2023-02-02,19.8,0.0,55
2023-02-03,19.6,0.2,63
2023-02-04,20.7,0.0,70
2023-02-05,21.2,0.0,60
2023-02-06,20.6,0.0,57
2023-02-07,20.8,0.0,73
2023-02-08,20.9,0.0,65
2023-02-09,21.2,0.0,63
2023-02-10,20.7,0.0,61
2023-02-11,20.6,0.0,50
2023-02-12,20.8,0.0,53
2023-02-13,21.1,0.0,44
2023-02-14,20.7,0.0,52
2023-02-15,20.3,0.0,49
2023-02-16,20.8,0.0,41
2023-02-17,20.4,0.0,50
2023-02-18,20.8,0.0,56
2023-02-19,20.6,0.0,64
2023-02-20,20.7,0.0,70
2023-02-21,21.3,0.0,64
2023-02-22,21.4,0.0,51
2023-02-23,20.8,0.0,43
2023-02-24,20.6,0.0,46
2023-02-25,21.2,0.0,45
2023-02-26,21.4,0.0,35
2023-02-27,20.4,0.0,37
2023-02-28,20.7,0.0,42
2023-03-01,21.8,0.7,61
2023-03-02,21.6,0.0,43
2023-03-03,21.7,0.0,31
2023-03-04,22.3,0.0,28
2023-03-05,22.1,0.0,40
2023-03-06,22.1,0.0,36
2023-03-07,21.8,0.0,35
2023-03-08,22.3,0.0,38
2023-03-09,21.2,0.0,39
2023-03-10,21.6,0.0,43
2023-03-11,21.9,0.0,43
2023-03-12,22.2,0.0,44
2023-03-13,22.5,0.0,58
2023-03-14,22.3,0.7,68
2023-03-15,21.8,1.4,72
2023-03-16,21.7,0.6,73
2023-03-17,22.0,0.6,63
2023-03-18,20.8,2.6,73
2023-03-19,20.1,2.1,78
2023-03-20,20.1,0.0,63
2023-03-21,20.2,0.0,55
2023-03-22,21.8,0.0,62
2023-03-23,22.7,0.0,54
2023-03-24,22.6,0.0,51
2023-03-25,22.2,0.0,60
2023-03-26,23.0,0.0,47
2023-03-27,23.0,0.0,48
2023-03-28,23.6,0.0,50
2023-03-29,22.5,0.0,58
2023-03-30,22.8,0.9,58
2023-03-31,22.6,0.0,60
2023-04-01,22.8,0.0,54
2023-04-02,21.6,0.0,63
2023-04-03,22.1,0.0,58
2023-04-04,21.9,0.6,60
2023-04-05,22.7,0.3,70
2023-04-06,22.6,0.7,71
2023-04-07,23.2,0.2,65
2023-04-08,23.4,0.0,62
2023-04-09,23.0,0.1,67
2023-04-10,23.2,0.0,68
2023-04-11,23.9,0.0,63
2023-04-12,24.1,0.0,61
2023-04-13,24.3,0.0,54
2023-04-14,24.7,0.0,60
2023-04-15,24.4,0.0,67
2023-04-16,23.8,0.0,67
2023-04-17,24.3,0.0,67
2023-04-18,24.2,0.1,69
2023-04-19,24.1,0.0,69
2023-04-20,22.9,2.0,72
2023-04-21,22.0,1.3,78
2023-04-22,22.1,12.1,85
2023-04-23,22.8,0.0,75
2023-04-24,22.2,1.1,74
2023-04-25,21.5,13.7,82
2023-04-26,21.1,2.2,86
2023-04-27,22.5,2.2,79
2023-04-28,21.3,3.3,87
2023-04-29,21.2,14.7,88
2023-04-30,20.8,13.9,90
2023-05-01,21.1,2.2,87
2023-05-02,21.9,3.6,82
2023-05-03,21.1,2.2,82
2023-05-04,21.6,0.9,77
2023-05-05,20.6,0.4,85
2023-05-06,21.2,5.6,85
2023-05-07,21.0,0.0,86
2023-05-08,21.4,11.5,87
2023-05-09,21.7,2.6,85
2023-05-10,21.9,6.8,89
2023-05-11,21.7,20.0,91
2023-05-12,21.8,5.1,92
2023-05-13,21.9,2.0,90
2023-05-14,22.9,2.6,86
2023-05-15,22.1,0.9,84
2023-05-16,22.1,0.4,82
2023-05-17,23.3,0.5,77
2023-05-18,23.2,1.2,80
2023-05-19,22.9,0.3,76
2023-05-20,22.4,4.0,84
2023-05-21,21.5,31.6,93
2023-05-22,21.6,17.4,91
2023-05-23,22.0,4.7,90
2023-05-24,21.1,13.8,93
2023-05-25,21.1,7.4,91
2023-05-26,21.1,5.3,91
2023-05-27,21.5,2.3,86
2023-05-28,22.1,2.4,81
2023-05-29,22.4,3.7,86
2023-05-30,21.9,8.9,90
2023-05-31,21.3,6.4,91
2023-06-01,21.1,5.0,92
2023-06-02,21.8,3.7,89
2023-06-03,22.0,15.0,91
2023-06-04,21.9,2.7,86
2023-06-05,21.5,3.2,87
2023-06-06,21.5,2.8,87
2023-06-07,22.0,1.9,87
2023-06-08,21.5,3.2,87
2023-06-09,20.8,2.4,91
2023-06-10,20.6,1.3,90
2023-06-11,21.2,2.0,88
2023-06-12,21.0,3.8,90
2023-06-13,21.0,3.5,90
2023-06-14,21.0,4.9,90
2023-06-15,21.0,3.4,90
2023-06-16,20.7,2.1,90
2023-06-17,20.6,3.5,91
2023-06-18,20.4,6.5,91
2023-06-19,20.6,1.5,92
2023-06-20,20.4,10.6,94
2023-06-21,20.4,14.7,94
2023-06-22,20.3,3.5,92
2023-06-23,19.9,8.9,94
2023-06-24,19.9,4.9,93
2023-06-25,20.2,5.9,93
2023-06-26,19.8,5.3,92
2023-06-27,20.0,19.3,93
2023-06-28,19.4,9.1,96
2023-06-29,19.5,14.3,95
2023-06-30,19.9,8.8,93
2023-07-01,19.9,6.8,94
2023-07-02,19.8,9.9,95
2023-07-03,19.0,12.8,97
2023-07-04,18.8,151.0,100
2023-07-05,18.5,88.5,100
2023-07-06,18.6,41.6,100
2023-07-07,19.0,16.6,98
2023-07-08,18.9,15.0,98
2023-07-09,19.7,8.3,94
2023-07-10,20.3,2.7,91
2023-07-11,19.4,3.9,95
2023-07-12,19.6,9.0,95
2023-07-13,18.8,19.6,99
2023-07-14,18.8,10.9,98
2023-07-15,19.7,7.9,94
2023-07-16,19.8,5.0,93
2023-07-17,19.5,8.2,95
2023-07-18,18.7,17.8,98
2023-07-19,18.4,16.9,99
2023-07-20,18.5,18.6,98
2023-07-21,18.8,22.0,98
2023-07-22,18.3,43.5,100
2023-07-23,18.7,41.2,99
2023-07-24,18.5,35.2,99
2023-07-25,18.2,27.6,100
2023-07-26,18.2,17.3,99
2023-07-27,18.5,20.0,99
2023-07-28,18.9,16.6,97
2023-07-29,19.0,15.5,96
2023-07-30,19.1,11.7,95
2023-07-31,19.2,10.9,96
2023-08-01,19.4,11.4,94
2023-08-02,19.3,6.8,94
2023-08-03,19.1,10.2,97
2023-08-04,19.0,9.1,97
2023-08-05,19.2,10.3,94
2023-08-06,19.6,6.7,94
2023-08-07,19.6,7.3,94
2023-08-08,19.5,5.7,94
2023-08-09,20.2,2.7,91
2023-08-10,20.3,2.6,91
2023-08-11,20.3,4.0,90
2023-08-12,20.1,2.6,90
2023-08-13,19.9,3.0,92
2023-08-14,20.0,2.3,88
2023-08-15,20.2,0.4,84
2023-08-16,20.1,4.9,88
2023-08-17,19.5,14.1,95
2023-08-18,20.3,2.0,87
2023-08-19,18.9,9.9,96
2023-08-20,19.7,7.9,93
2023-08-21,20.7,1.4,88
2023-08-22,20.9,1.1,86
2023-08-23,20.7,2.1,86
2023-08-24,19.9,2.2,87
2023-08-25,20.4,0.9,85
2023-08-26,20.3,8.1,92
2023-08-27,20.1,11.3,91
2023-08-28,20.9,0.2,81
2023-08-29,20.4,4.0,89
2023-08-30,20.3,4.7,90
2023-08-31,21.3,0.9,85
2023-09-01,21.5,1.2,84
2023-09-02,20.8,2.3,90
2023-09-03,20.6,0.5,87
2023-09-04,19.3,5.3,93
2023-09-05,19.1,9.8,96
2023-09-06,19.5,6.6,95
2023-09-07,19.4,14.6,96
2023-09-08,19.5,10.9,94
2023-09-09,19.5,9.3,96
2023-09-10,19.4,12.7,96
2023-09-11,19.6,7.6,93
2023-09-12,19.7,9.6,93
2023-09-13,19.7,9.8,94
2023-09-14,19.5,10.1,94
2023-09-15,19.7,7.0,94
2023-09-16,19.1,15.9,98
2023-09-17,19.6,8.2,96
2023-09-18,19.9,9.6,93
2023-09-19,20.0,2.4,91
2023-09-20,19.8,5.8,92
2023-09-21,20.5,6.3,91
2023-09-22,20.7,12.7,90
2023-09-23,20.6,2.8,91
2023-09-24,20.2,1.9,88
2023-09-25,20.4,2.5,89
2023-09-26,20.2,7.2,92
2023-09-27,19.6,7.0,94
2023-09-28,19.8,16.9,95
2023-09-29,19.2,11.4,98
2023-09-30,19.7,11.1,95
2023-10-01,19.4,5.2,96
2023-10-02,20.4,2.8,89
2023-10-03,20.3,0.8,87
2023-10-04,20.2,0.4,85
2023-10-05,20.5,0.0,80
2023-10-06,20.6,1.3,86
2023-10-07,20.9,1.5,88
2023-10-08,20.7,14.9,91
2023-10-09,20.1,27.6,93
2023-10-10,20.2,28.3,94
2023-10-11,20.2,12.5,92
2023-10-12,20.5,5.1,90
2023-10-13,21.4,0.0,77
2023-10-14,20.9,0.2,78
2023-10-15,21.2,5.9,87
2023-10-16,20.8,11.6,90
2023-10-17,19.9,14.5,93
2023-10-18,21.2,0.2,82
2023-10-19,21.1,0.0,81
2023-10-20,21.1,1.1,78
2023-10-21,20.8,1.1,83
2023-10-22,20.7,1.9,83
2023-10-23,21.3,0.8,79
2023-10-24,20.9,0.0,78
2023-10-25,21.1,0.1,76
2023-10-26,21.2,0.0,68
2023-10-27,21.3,0.0,75
2023-10-28,20.5,3.4,86
2023-10-29,20.7,3.6,86
2023-10-30,20.0,1.9,89
2023-10-31,19.8,1.6,91
2023-11-01,20.4,0.2,88
2023-11-02,21.3,0.9,83
2023-11-03,21.0,4.0,86
2023-11-04,20.0,10.5,92
2023-11-05,19.7,13.6,93
2023-11-06,19.9,1.2,90
2023-11-07,20.5,5.5,90
2023-11-08,20.0,12.1,93
2023-11-09,20.2,3.0,88
2023-11-10,20.7,1.9,87
2023-11-11,21.1,0.0,65
2023-11-12,19.7,0.0,68
2023-11-13,19.7,0.0,66
2023-11-14,19.3,0.0,73
2023-11-15,20.3,0.1,79
2023-11-16,20.9,0.8,81
2023-11-17,21.3,0.0,80
2023-11-18,20.9,1.4,82
2023-11-19,20.9,0.0,68
2023-11-20,20.7,0.0,65
2023-11-21,21.4,0.2,75
2023-11-22,21.4,0.5,81
2023-11-23,20.4,2.0,90
2023-11-24,20.5,0.6,87
2023-11-25,20.4,3.0,88
2023-11-26,20.7,0.0,80
2023-11-27,21.4,0.0,78
2023-11-28,21.0,0.4,80
2023-11-29,21.3,0.2,76
2023-11-30,21.1,1.0,81
2023-12-01,20.7,0.0,81
2023-12-02,21.2,0.0,71
2023-12-03,20.7,0.6,80
2023-12-04,20.4,0.0,80
2023-12-05,20.7,0.0,78
2023-12-06,20.8,0.0,80
2023-12-07,20.8,0.0,80
2023-12-08,20.7,2.2,84
2023-12-09,20.7,4.9,87
2023-12-10,20.8,0.6,86
2023-12-11,20.6,0.7,84
2023-12-12,20.7,1.0,81
2023-12-13,19.9,0.0,75
2023-12-14,19.2,0.0,74
2023-12-15,20.0,0.0,76
2023-12-16,20.8,0.0,73
2023-12-17,20.9,0.0,76
2023-12-18,19.2,1.7,82
2023-12-19,20.0,0.0,71
2023-12-20,20.4,0.0,71
2023-12-21,20.6,0.0,77
2023-12-22,20.4,0.0,77
2023-12-23,20.3,0.0,73
2023-12-24,19.7,0.0,60
2023-12-25,20.5,0.0,71
2023-12-26,19.5,0.0,59
2023-12-27,19.5,0.0,58
2023-12-28,20.3,0.0,66
2023-12-29,20.7,0.1,68
2023-12-30,20.3,0.0,68
2023-12-31,20.3,0.0,71
2024-01-01,20.6,0.3,73
2024-01-02,20.5,0.1,74
2024-01-03,19.6,0.7,74
2024-01-04,19.0,8.4,85
2024-01-05,19.8,0.1,86
2024-01-06,19.9,1.8,86
2024-01-07,19.7,2.6,88
2024-01-08,20.4,0.4,81
2024-01-09,20.5,1.7,82
2024-01-10,20.5,0.0,70
2024-01-11,20.5,0.0,65
2024-01-12,20.4,0.0,62
2024-01-13,20.1,0.0,68
2024-01-14,20.3,0.0,71
2024-01-15,20.4,0.0,66
2024-01-16,20.0,0.0,74
2024-01-17,19.8,0.0,82
2024-01-18,20.0,0.3,83
2024-01-19,20.4,0.1,80
2024-01-20,20.2,0.1,78
2024-01-21,20.8,0.0,75
2024-01-22,21.4,0.0,71
2024-01-23,21.3,0.0,66
2024-01-24,20.7,0.0,65
2024-01-25,20.3,0.0,66
2024-01-26,20.1,0.0,63
2024-01-27,19.2,0.0,59
2024-01-28,19.7,0.0,64
2024-01-29,19.7,0.0,65
2024-01-30,20.2,0.0,63
2024-01-31,20.8,0.0,57
2024-02-01,20.3,0.0,62
2024-02-02,20.7,0.0,69
2024-02-03,20.7,0.0,71
2024-02-04,21.4,0.0,66
2024-02-05,21.1,0.0,53
2024-02-06,21.6,0.0,48
2024-02-07,21.6,0.0,55
2024-02-08,22.4,0.0,46
2024-02-09,21.9,0.0,48
2024-02-10,21.9,0.0,53
2024-02-11,21.4,0.0,55
2024-02-12,21.4,0.0,49
2024-02-13,21.0,0.0,56
2024-02-14,21.8,0.0,60
2024-02-15,22.2,0.0,53
2024-02-16,22.0,0.0,50
2024-02-17,22.2,0.0,60
2024-02-18,22.4,0.0,63
2024-02-19,22.5,0.0,65
2024-02-20,22.6,0.0,68
2024-02-21,22.7,0.0,63
2024-02-22,22.0,0.0,60
2024-02-23,22.1,0.0,53
2024-02-24,21.8,0.0,62
2024-02-25,21.9,0.6,72
2024-02-26,23.0,0.0,58
2024-02-27,22.9,0.0,61
2024-02-28,22.9,0.0,59
2024-02-29,22.7,0.0,55
2024-03-01,22.5,0.0,53
2024-03-02,22.2,0.0,59
2024-03-03,22.6,0.1,74
2024-03-04,22.6,0.0,67
2024-03-05,22.7,0.6,69
2024-03-06,22.8,0.0,58
2024-03-07,23.3,0.0,55
2024-03-08,23.1,0.1,58
2024-03-09,23.3,0.0,62
2024-03-10,23.4,0.0,63
2024-03-11,23.3,0.5,72
2024-03-12,23.6,0.0,72
2024-03-13,23.0,0.0,73
2024-03-14,22.9,0.2,67
2024-03-15,22.9,0.1,69
2024-03-16,23.6,0.0,68
2024-03-17,23.4,0.4,67
2024-03-18,23.2,0.4,65
2024-03-19,23.1,0.0,65
2024-03-20,23.6,0.1,64
2024-03-21,22.7,0.0,75
2024-03-22,22.7,1.5,77
2024-03-23,23.3,0.0,72
2024-03-24,24.0,0.1,69
2024-03-25,24.3,0.0,63
2024-03-26,23.8,0.0,68
2024-03-27,24.0,0.0,70
2024-03-28,23.8,0.9,72
2024-03-29,23.8,0.1,72
2024-03-30,24.3,0.1,65
2024-03-31,24.0,0.5,72
2024-04-01,24.2,0.0,75
2024-04-02,24.1,0.0,75
2024-04-03,23.8,0.9,76
2024-04-04,24.9,0.0,67
2024-04-05,24.6,0.0,70
2024-04-06,25.1,0.0,69
2024-04-07,24.2,0.5,78
2024-04-08,24.7,0.0,65
2024-04-09,24.1,0.1,67
2024-04-10,24.4,0.0,69
2024-04-11,24.3,0.8,72
2024-04-12,23.4,4.5,75
2024-04-13,22.3,2.1,83
2024-04-14,24.2,0.0,71
2024-04-15,25.0,0.0,62
2024-04-16,24.5,0.0,70
2024-04-17,23.5,0.3,72
2024-04-18,23.9,1.3,75
2024-04-19,23.1,6.9,88
2024-04-20,23.1,4.7,87
2024-04-21,24.9,0.0,71
2024-04-22,23.8,0.8,79
2024-04-23,24.9,0.3,75
2024-04-24,24.7,0.0,74
2024-04-25,25.0,0.0,65
2024-04-26,24.8,0.0,65
2024-04-27,25.5,0.0,67
2024-04-28,25.4,0.0,71
2024-04-29,25.8,0.0,62
2024-04-30,24.7,3.3,74
2024-05-01,24.2,1.4,82
2024-05-02,24.7,1.8,79
2024-05-03,23.8,5.1,89
2024-05-04,24.3,0.0,72
2024-05-05,23.5,0.0,72
2024-05-06,23.5,1.3,77
2024-05-07,23.0,5.0,85
2024-05-08,23.7,5.6,83
2024-05-09,22.9,5.0,86
2024-05-10,23.1,0.9,82
2024-05-11,23.1,5.8,82
2024-05-12,22.3,21.6,91
2024-05-13,22.9,3.2,84
2024-05-14,21.8,21.1,91
2024-05-15,22.1,19.6,90
2024-05-16,21.7,7.5,89
2024-05-17,21.5,28.0,92
2024-05-18,21.3,13.5,93
2024-05-19,21.2,11.8,93
2024-05-20,20.7,90.1,96
2024-05-21,21.4,54.5,94
2024-05-22,21.1,30.3,96
2024-05-23,21.7,2.9,93
2024-05-24,21.2,6.4,95
2024-05-25,21.0,8.9,92
2024-05-26,21.4,1.6,93
2024-05-27,22.0,0.8,88
2024-05-28,20.9,16.6,95
2024-05-29,21.5,3.8,93
2024-05-30,21.7,3.3,91
2024-05-31,22.1,1.9,92
2024-06-01,21.9,1.4,92
2024-06-02,21.6,10.1,93
2024-06-03,21.5,15.3,93
2024-06-04,21.6,6.5,91
2024-06-05,20.9,16.5,94
2024-06-06,21.2,4.7,92
2024-06-07,20.6,9.3,95
2024-06-08,20.7,8.1,92
2024-06-09,20.1,11.4,95
2024-06-10,20.1,12.8,95
2024-06-11,19.7,12.1,98
2024-06-12,19.3,13.6,98
2024-06-13,19.5,8.1,97
2024-06-14,21.0,1.2,89
2024-06-15,21.3,0.1,83
2024-06-16,20.6,3.9,90
2024-06-17,21.1,2.3,91
2024-06-18,20.5,9.0,93
2024-06-19,20.3,8.3,94
2024-06-20,19.9,4.0,93
2024-06-21,19.8,3.6,96
2024-06-22,19.3,14.2,98
2024-06-23,19.6,12.2,96
2024-06-24,19.7,14.3,96
2024-06-25,19.3,38.3,99
2024-06-26,18.9,47.1,100
2024-06-27,19.1,23.3,99
2024-06-28,20.2,3.9,92
2024-06-29,20.7,5.6,91
2024-06-30,20.5,6.3,94
2024-07-01,19.7,16.2,98
2024-07-02,20.1,7.1,95
2024-07-03,19.9,8.6,95
2024-07-04,19.9,4.8,95
2024-07-05,19.9,12.3,96
2024-07-06,19.9,3.9,92
2024-07-07,19.4,16.3,95
2024-07-08,19.3,9.5,95
2024-07-09,19.5,12.6,93
2024-07-10,19.8,19.5,94
2024-07-11,20.3,7.1,91
2024-07-12,19.8,29.1,96
2024-07-13,18.7,18.1,99
2024-07-14,18.6,29.1,100
2024-07-15,19.0,74.3,100
2024-07-16,18.9,57.7,100
2024-07-17,19.0,32.4,99
2024-07-18,18.7,55.2,100
2024-07-19,18.3,44.7,100
2024-07-20,19.0,8.5,97
2024-07-21,19.1,17.4,98
2024-07-22,19.5,13.2,94
2024-07-23,19.4,10.4,97
2024-07-24,19.3,22.2,96
2024-07-25,19.0,42.9,98
2024-07-26,19.0,37.4,99
2024-07-27,18.9,25.6,95
2024-07-28,18.9,15.5,97
2024-07-29,19.2,33.2,99
2024-07-30,18.7,60.3,100
2024-07-31,19.1,27.4,99
2024-08-01,19.3,25.5,99
2024-08-02,18.8,15.9,99
2024-08-03,19.4,6.2,95
2024-08-04,19.3,8.3,94
2024-08-05,19.9,9.2,93
2024-08-06,19.3,4.7,95
2024-08-07,18.8,10.2,98
2024-08-08,19.2,15.8,95
2024-08-09,20.0,7.2,92
2024-08-10,19.6,11.7,95
2024-08-11,20.5,3.3,92
2024-08-12,20.4,22.2,93
2024-08-13,21.2,15.3,89
2024-08-14,20.9,15.7,91
2024-08-15,20.6,21.2,93
2024-08-16,20.9,35.6,94
2024-08-17,21.1,4.7,91
2024-08-18,20.8,16.4,92
2024-08-19,20.9,24.8,94
2024-08-20,21.1,24.0,91
2024-08-21,20.6,8.5,92
2024-08-22,20.5,3.1,89
2024-08-23,21.0,2.5,86
2024-08-24,19.9,7.5,93
2024-08-25,19.2,6.6,94
2024-08-26,19.5,6.9,92
2024-08-27,19.5,8.0,93
2024-08-28,19.3,7.4,95
2024-08-29,19.0,17.2,97
2024-08-30,19.1,7.9,98
2024-08-31,18.4,9.6,98
2024-09-01,18.5,25.8,100
2024-09-02,19.1,12.6,96
2024-09-03,19.4,8.0,94
2024-09-04,19.3,6.9,96
2024-09-05,19.4,8.5,95
2024-09-06,19.4,8.3,94
2024-09-07,19.5,8.6,96
2024-09-08,19.2,12.9,96
2024-09-09,19.0,12.3,97
2024-09-10,19.4,6.6,96
2024-09-11,19.7,8.3,94
2024-09-12,19.5,7.3,94
2024-09-13,20.1,2.4,88
2024-09-14,19.6,4.9,93
2024-09-15,19.7,6.6,92
2024-09-16,19.5,5.0,92
2024-09-17,19.6,3.5,91
2024-09-18,19.7,0.0,85
2024-09-19,19.5,3.5,88
2024-09-20,19.8,1.0,88
2024-09-21,19.5,2.4,91
2024-09-22,19.4,1.3,92
2024-09-23,19.5,9.9,96
