date,temperature_c,rainfall_mm,humidity_percent
2020-03-25,21.1,2.0,85
2020-03-26,23.1,0.0,73
2020-03-27,22.9,0.4,74
2020-03-28,23.4,0.8,71
2020-03-29,23.9,0.0,70
2020-03-30,23.4,0.8,74
2020-03-31,23.6,0.2,70
2020-04-01,23.8,0.0,65
2020-04-02,23.4,0.3,70
2020-04-03,23.7,0.2,67
2020-04-04,24.3,0.6,73
2020-04-05,23.3,5.5,82
2020-04-06,21.8,4.3,89
2020-04-07,20.7,15.6,92
2020-04-08,21.1,7.9,89
2020-04-09,22.1,4.7,84
2020-04-10,21.7,4.9,80
2020-04-11,21.3,1.9,81
2020-04-12,21.7,5.4,82
2020-04-13,23.0,0.4,73
2020-04-14,23.7,0.0,71
2020-04-15,23.3,3.6,79
2020-04-16,21.9,11.8,89
2020-04-17,22.8,2.8,84
2020-04-18,22.1,2.5,88
2020-04-19,23.2,1.6,81
2020-04-20,23.9,0.2,78
2020-04-21,22.3,2.6,87
2020-04-22,21.8,6.3,90
2020-04-23,22.4,3.0,88
2020-04-24,21.4,20.6,91
2020-04-25,21.4,3.5,92
2020-04-26,22.1,3.3,89
2020-04-27,22.3,0.8,86
2020-04-28,22.9,1.4,79
2020-04-29,21.9,1.7,88
2020-04-30,22.2,3.2,86
2020-05-01,22.4,3.2,86
2020-05-02,22.1,11.6,92
2020-05-03,22.8,1.3,87
2020-05-04,22.6,11.2,90
2020-05-05,22.7,3.6,85
2020-05-06,22.9,3.3,88
2020-05-07,22.4,4.7,88
2020-05-08,22.0,2.4,89
2020-05-09,23.4,1.1,82
2020-05-10,23.2,0.7,86
2020-05-11,23.2,13.0,83
2020-05-12,23.8,0.3,80
2020-05-13,22.5,2.5,88
2020-05-14,23.1,3.9,87
2020-05-15,22.4,4.8,92
2020-05-16,21.8,7.2,92
2020-05-17,22.1,3.5,89
2020-05-18,20.2,10.1,98
2020-05-19,20.8,4.3,94
2020-05-20,21.0,4.5,91
2020-05-21,21.6,0.8,88
2020-05-22,21.7,3.2,90
2020-05-23,21.9,3.1,89
2020-05-24,22.2,2.7,91
2020-05-25,23.1,6.8,88
2020-05-26,22.7,4.0,89
2020-05-27,22.4,10.8,90
2020-05-28,21.9,1.0,91
2020-05-29,22.1,6.9,90
2020-05-30,21.5,4.8,93
2020-05-31,21.3,3.4,90
2020-06-01,21.3,4.0,89
2020-06-02,19.7,30.6,99
2020-06-03,20.0,7.9,96
2020-06-04,20.5,7.8,95
2020-06-05,20.6,3.1,93
2020-06-06,20.4,3.7,93
2020-06-07,19.6,7.4,95
2020-06-08,20.7,1.3,88
2020-06-09,20.4,5.8,94
2020-06-10,20.3,11.0,94
2020-06-11,18.9,11.5,99
2020-06-12,19.3,13.5,95
2020-06-13,20.1,11.2,95
2020-06-14,20.0,15.2,97
2020-06-15,20.2,9.4,96
2020-06-16,19.9,8.0,97
2020-06-17,19.5,16.2,99
2020-06-18,20.2,6.5,94
2020-06-19,20.0,10.4,96
2020-06-20,20.4,4.7,92
2020-06-21,20.0,6.0,96
2020-06-22,19.7,6.3,95
2020-06-23,20.4,1.0,89
2020-06-24,20.2,9.4,91
2020-06-25,20.7,12.5,91
2020-06-26,20.6,7.8,92
2020-06-27,20.3,8.8,93
2020-06-28,20.1,25.4,95
2020-06-29,20.0,20.5,95
2020-06-30,19.8,12.3,95
2020-07-01,19.5,6.4,97
2020-07-02,19.2,37.5,98
2020-07-03,18.8,34.6,99
2020-07-04,19.1,35.1,99
2020-07-05,20.0,12.1,97
2020-07-06,19.6,19.3,96
2020-07-07,19.7,12.9,96
2020-07-08,19.4,3.9,94
2020-07-09,19.0,4.1,95
2020-07-10,19.3,8.1,97
2020-07-11,19.9,10.6,94
2020-07-12,19.7,7.3,93
2020-07-13,19.2,14.2,95
2020-07-14,19.0,11.9,96
2020-07-15,18.9,34.4,100
2020-07-16,19.1,20.1,99
2020-07-17,19.1,23.7,97
2020-07-18,19.6,11.1,95
2020-07-19,19.8,5.1,95
2020-07-20,20.2,3.4,93
2020-07-21,21.1,2.3,87
2020-07-22,21.4,4.5,86
2020-07-23,20.6,34.1,93
2020-07-24,20.6,7.8,88
2020-07-25,20.2,2.7,92
2020-07-26,20.1,2.1,87
2020-07-27,19.8,3.9,90
2020-07-28,20.0,10.4,93
2020-07-29,19.3,22.7,98
2020-07-30,19.6,8.7,94
2020-07-31,19.3,23.8,98
2020-08-01,18.9,27.0,98
2020-08-02,18.6,67.1,100
2020-08-03,18.9,32.4,98
2020-08-04,19.0,34.0,98
2020-08-05,19.0,51.1,99
2020-08-06,19.5,53.3,99
2020-08-07,19.2,38.9,100
2020-08-08,18.8,27.0,99
2020-08-09,18.3,58.8,100
2020-08-10,18.4,49.2,100
2020-08-11,19.1,25.1,97
2020-08-12,19.2,10.1,96
2020-08-13,19.2,6.3,96
2020-08-14,19.1,7.0,95
2020-08-15,19.4,8.8,94
2020-08-16,19.0,11.2,96
2020-08-17,18.9,24.5,98
2020-08-18,19.1,6.7,96
2020-08-19,19.3,7.3,93
2020-08-20,18.8,8.2,96
2020-08-21,19.6,5.7,94
2020-08-22,19.8,4.3,92
2020-08-23,20.0,3.2,90
2020-08-24,20.2,4.9,90
2020-08-25,20.6,0.9,86
2020-08-26,20.6,0.0,85
2020-08-27,20.1,0.5,86
2020-08-28,20.4,0.0,84
2020-08-29,20.1,2.9,90
2020-08-30,20.1,8.1,91
2020-08-31,20.1,10.3,91
2020-09-01,20.0,7.1,92
2020-09-02,19.9,27.8,95
2020-09-03,19.9,23.7,93
2020-09-04,20.5,6.3,88
2020-09-05,20.8,20.4,91
2020-09-06,20.7,7.3,92
2020-09-07,20.1,56.6,93
2020-09-08,20.3,13.3,93
2020-09-09,19.9,7.2,95
2020-09-10,19.4,31.5,98
2020-09-11,18.9,34.4,100
2020-09-12,18.9,19.1,98
2020-09-13,18.7,8.4,99
2020-09-14,18.8,7.9,96
2020-09-15,19.1,8.0,97
2020-09-16,19.3,8.5,97
2020-09-17,19.4,13.3,95
2020-09-18,18.7,22.2,98
2020-09-19,18.6,54.8,99
2020-09-20,18.5,70.5,100
2020-09-21,18.5,48.5,100
2020-09-22,19.0,19.2,95
2020-09-23,19.8,5.1,90
2020-09-24,20.0,2.3,91
2020-09-25,20.1,5.9,91
2020-09-26,19.2,3.3,95
2020-09-27,19.2,2.4,93
2020-09-28,19.9,0.5,86
2020-09-29,19.5,4.2,93
2020-09-30,19.1,4.5,94
2020-10-01,19.6,0.7,88
2020-10-02,19.7,3.2,88
2020-10-03,19.7,0.5,86
2020-10-04,19.0,2.8,89
2020-10-05,19.3,4.6,91
2020-10-06,20.0,7.2,91
2020-10-07,20.1,6.0,93
2020-10-08,20.6,12.8,92
2020-10-09,20.0,11.0,94
2020-10-10,19.7,11.7,96
2020-10-11,18.9,11.1,98
2020-10-12,18.7,36.7,100
2020-10-13,18.3,20.2,99
2020-10-14,18.2,8.9,96
2020-10-15,19.3,5.4,92
2020-10-16,19.5,1.1,88
2020-10-17,19.5,1.6,87
2020-10-18,19.3,16.9,92
2020-10-19,19.8,3.6,91
2020-10-20,19.3,9.4,97
2020-10-21,19.4,5.3,97
2020-10-22,19.0,6.8,98
2020-10-23,19.1,3.6,91
2020-10-24,19.4,1.2,86
2020-10-25,20.0,0.4,82
2020-10-26,19.6,7.1,94
2020-10-27,20.1,1.2,87
2020-10-28,20.1,0.0,77
2020-10-29,19.8,0.0,74
2020-10-30,20.1,0.0,74
2020-10-31,20.0,0.9,79
2020-11-01,20.1,2.3,84
2020-11-02,20.1,10.1,89
2020-11-03,20.3,9.3,90
2020-11-04,20.3,3.2,90
2020-11-05,20.2,18.7,90
2020-11-06,20.5,4.7,87
2020-11-07,21.1,0.1,81
2020-11-08,20.6,0.7,84
2020-11-09,20.7,0.0,77
2020-11-10,18.7,0.0,63
2020-11-11,18.9,0.0,62
2020-11-12,20.4,0.2,77
2020-11-13,20.7,7.3,89
2020-11-14,20.8,0.0,82
2020-11-15,20.4,0.5,83
2020-11-16,20.4,7.8,89
2020-11-17,19.9,1.6,89
2020-11-18,20.6,3.1,85
2020-11-19,20.7,0.0,79
2020-11-20,20.2,0.0,79
2020-11-21,19.3,0.0,69
2020-11-22,18.4,0.0,60
2020-11-23,19.1,0.0,67
2020-11-24,19.6,0.0,74
2020-11-25,20.2,0.1,74
2020-11-26,19.3,3.7,85
2020-11-27,19.8,0.4,76
2020-11-28,19.4,0.2,78
2020-11-29,20.3,0.0,79
2020-11-30,20.6,0.0,76
2020-12-01,19.9,0.0,71
2020-12-02,19.6,0.0,72
2020-12-03,19.3,0.9,79
2020-12-04,19.6,0.3,84
2020-12-05,20.0,2.8,84
2020-12-06,20.0,0.9,83
2020-12-07,20.2,2.0,84
2020-12-08,20.1,11.5,87
2020-12-09,20.2,0.0,80
2020-12-10,20.0,1.7,84
2020-12-11,20.0,0.6,77
2020-12-12,19.7,1.1,80
2020-12-13,19.2,1.0,79
2020-12-14,19.5,0.0,78
2020-12-15,18.8,0.0,67
2020-12-16,19.9,0.0,74
2020-12-17,20.0,0.3,81
2020-12-18,20.6,0.0,69
2020-12-19,19.5,0.0,70
2020-12-20,18.9,0.0,72
2020-12-21,18.3,0.0,64
2020-12-22,19.1,0.0,70
2020-12-23,19.6,0.4,82
2020-12-24,19.9,4.1,86
2020-12-25,20.2,0.0,79
2020-12-26,19.5,0.0,72
2020-12-27,19.5,0.0,60
2020-12-28,19.5,0.0,62
2020-12-29,20.5,0.0,60
2020-12-30,21.4,1.9,72
2020-12-31,20.4,2.1,79
2021-01-01,19.3,0.0,69
2021-01-02,19.4,0.0,69
2021-01-03,19.8,13.2,85
2021-01-04,19.4,4.7,91
2021-01-05,20.0,1.1,85
2021-01-06,19.2,30.9,91
2021-01-07,19.8,13.9,90
2021-01-08,19.2,11.7,93
2021-01-09,19.9,2.3,88
2021-01-10,19.8,0.3,86
2021-01-11,19.5,0.5,84
2021-01-12,18.8,0.0,75
2021-01-13,19.3,0.0,72
2021-01-14,19.6,0.3,80
2021-01-15,19.6,0.3,84
2021-01-16,19.6,2.1,88
2021-01-17,20.2,0.0,82
2021-01-18,18.9,0.0,67
2021-01-19,18.9,0.0,75
2021-01-20,19.3,0.0,73
2021-01-21,19.7,0.3,78
2021-01-22,20.4,0.0,76
2021-01-23,19.9,0.1,79
2021-01-24,20.1,0.0,74
2021-01-25,19.3,0.0,62
2021-01-26,19.2,0.0,60
2021-01-27,18.8,0.0,68
2021-01-28,18.6,0.0,62
2021-01-29,18.9,0.0,70
2021-01-30,19.5,0.0,75
2021-01-31,20.4,0.0,73
2021-02-01,19.9,0.0,62
2021-02-02,19.5,0.0,57
2021-02-03,19.7,0.0,68
2021-02-04,19.9,0.0,70
2021-02-05,19.6,0.0,74
2021-02-06,19.5,0.0,67
2021-02-07,19.1,0.0,51
2021-02-08,19.1,0.0,48
2021-02-09,18.8,0.0,58
2021-02-10,19.0,0.0,57
2021-02-11,19.2,0.0,50
2021-02-12,19.2,0.0,62
2021-02-13,19.5,0.0,71
2021-02-14,20.3,0.6,79
2021-02-15,20.4,0.0,77
2021-02-16,19.8,0.5,80
2021-02-17,20.2,0.1,78
2021-02-18,18.9,5.2,86
2021-02-19,17.8,6.6,87
2021-02-20,17.5,2.0,85
2021-02-21,17.9,2.4,86
2021-02-22,18.4,1.9,84
2021-02-23,19.9,0.0,76
2021-02-24,20.4,0.4,73
2021-02-25,21.0,0.7,78
2021-02-26,21.5,0.0,71
2021-02-27,21.7,0.4,69
2021-02-28,21.9,0.0,66
2021-03-01,21.4,0.0,68
2021-03-02,21.8,0.0,65
2021-03-03,21.8,0.0,47
2021-03-04,20.7,0.0,46
2021-03-05,21.0,0.0,54
2021-03-06,21.5,0.0,68
2021-03-07,22.0,0.0,69
2021-03-08,22.1,0.0,57
2021-03-09,21.9,0.0,58
2021-03-10,21.6,0.0,70
2021-03-11,20.4,0.2,80
2021-03-12,21.6,0.4,73
2021-03-13,21.8,0.1,62
2021-03-14,21.8,0.0,67
2021-03-15,21.8,0.0,72
2021-03-16,22.1,0.0,71
2021-03-17,22.5,0.0,66
2021-03-18,22.2,0.0,65
2021-03-19,22.6,0.0,68
2021-03-20,21.6,0.7,73
2021-03-21,21.7,0.4,78
2021-03-22,22.5,0.0,72
2021-03-23,22.7,0.0,73
2021-03-24,22.8,0.0,73
2021-03-25,23.0,0.0,71
2021-03-26,23.6,0.0,64
2021-03-27,23.9,0.0,66
2021-03-28,22.1,3.7,82
2021-03-29,23.1,3.6,77
2021-03-30,21.8,1.6,83
2021-03-31,22.6,1.4,79
2021-04-01,22.3,0.2,79
2021-04-02,21.8,0.0,75
2021-04-03,20.8,3.3,87
2021-04-04,21.4,0.3,78
2021-04-05,22.9,0.1,77
2021-04-06,23.5,0.6,74
2021-04-07,23.4,1.9,75
2021-04-08,21.8,2.5,84
2021-04-09,22.3,3.9,81
2021-04-10,22.8,2.6,78
2021-04-11,21.9,1.3,83
2021-04-12,21.4,7.8,88
2021-04-13,21.0,5.9,90
2021-04-14,20.6,21.5,89
2021-04-15,20.1,15.3,92
2021-04-16,21.1,6.0,90
2021-04-17,21.6,2.3,87
2021-04-18,21.1,9.4,92
2021-04-19,21.2,4.3,92
2021-04-20,21.3,11.0,91
2021-04-21,21.1,9.3,92
2021-04-22,21.1,11.9,92
2021-04-23,20.7,15.6,93
2021-04-24,21.1,12.3,91
2021-04-25,21.6,1.8,88
2021-04-26,22.2,4.9,87
2021-04-27,21.7,1.9,90
2021-04-28,22.0,2.8,88
2021-04-29,21.8,2.7,89
2021-04-30,22.1,3.3,84
2021-05-01,21.8,2.0,87
2021-05-02,21.3,3.0,88
2021-05-03,21.5,11.2,90
2021-05-04,20.8,6.6,93
2021-05-05,21.8,4.3,89
2021-05-06,22.2,4.8,89
2021-05-07,21.5,6.0,92
2021-05-08,22.2,2.0,85
2021-05-09,21.4,2.4,93
2021-05-10,21.3,8.5,93
2021-05-11,21.2,7.6,94
2021-05-12,21.2,8.2,92
2021-05-13,21.2,6.3,91
2021-05-14,20.6,10.3,92
2021-05-15,19.2,50.8,99
2021-05-16,20.0,43.9,99
2021-05-17,20.5,12.3,95
2021-05-18,20.9,20.4,93
2021-05-19,20.8,4.3,93
2021-05-20,20.7,6.6,93
2021-05-21,19.4,69.4,99
2021-05-22,20.4,9.2,92
2021-05-23,20.5,0.8,90
2021-05-24,20.9,4.0,89
2021-05-25,20.2,6.3,93
2021-05-26,19.9,5.9,95
2021-05-27,19.8,3.4,91
2021-05-28,20.2,3.2,91
2021-05-29,20.1,16.4,94
2021-05-30,20.2,5.1,91
2021-05-31,20.5,4.3,90
2021-06-01,21.2,1.8,90
2021-06-02,21.2,5.3,90
2021-06-03,20.7,25.5,95
2021-06-04,20.4,8.9,96
2021-06-05,20.2,18.6,95
2021-06-06,20.3,3.3,94
2021-06-07,20.8,0.7,87
2021-06-08,20.2,3.0,90
2021-06-09,19.7,8.2,94
2021-06-10,19.6,9.7,94
2021-06-11,19.8,2.5,92
2021-06-12,19.4,33.8,98
2021-06-13,18.2,42.4,100
2021-06-14,18.1,57.5,100
2021-06-15,19.0,24.4,98
2021-06-16,19.1,37.2,99
2021-06-17,19.4,16.0,97
2021-06-18,19.3,11.2,96
2021-06-19,19.1,8.5,96
2021-06-20,18.9,10.2,96
2021-06-21,19.6,5.2,94
2021-06-22,19.7,5.0,93
2021-06-23,20.1,1.4,90
2021-06-24,19.7,2.1,90
2021-06-25,20.0,3.7,89
2021-06-26,18.7,12.3,96
2021-06-27,19.1,2.0,91
2021-06-28,19.8,4.7,92
2021-06-29,20.8,0.3,84
2021-06-30,21.1,1.5,87
2021-07-01,20.4,19.6,94
2021-07-02,20.3,3.0,89
2021-07-03,20.1,3.0,92
2021-07-04,20.2,2.7,92
2021-07-05,19.9,1.6,92
2021-07-06,20.4,5.8,90
2021-07-07,20.2,15.3,92
2021-07-08,20.1,4.1,95
2021-07-09,19.5,12.6,97
2021-07-10,18.2,58.3,100
2021-07-11,18.3,26.0,99
2021-07-12,18.6,31.6,99
2021-07-13,18.7,37.6,99
2021-07-14,18.5,43.9,100
2021-07-15,18.3,42.0,100
2021-07-16,18.6,55.0,100
2021-07-17,19.1,25.8,96
2021-07-18,18.3,108.3,100
2021-07-19,18.7,31.3,98
2021-07-20,18.9,22.3,97
2021-07-21,18.7,47.4,99
2021-07-22,18.1,65.0,99
2021-07-23,18.6,46.2,99
2021-07-24,19.1,32.5,99
2021-07-25,19.2,21.2,97
2021-07-26,18.6,13.8,98
2021-07-27,19.3,14.1,96
2021-07-28,19.1,10.7,94
2021-07-29,18.9,9.6,95
2021-07-30,19.0,15.0,97
2021-07-31,19.0,17.3,97
2021-08-01,19.0,12.9,94
2021-08-02,18.9,11.9,97
2021-08-03,18.9,16.4,96
2021-08-04,18.8,13.6,98
2021-08-05,19.0,30.3,99
2021-08-06,19.0,26.2,96
2021-08-07,19.0,15.7,97
2021-08-08,19.8,11.2,94
2021-08-09,19.8,10.1,95
2021-08-10,19.5,9.0,94
2021-08-11,19.1,7.2,96
2021-08-12,18.9,11.6,97
2021-08-13,19.2,7.9,96
2021-08-14,18.8,11.5,95
2021-08-15,18.8,8.4,95
2021-08-16,19.0,7.5,96
2021-08-17,19.1,3.6,96
2021-08-18,18.8,10.1,97
2021-08-19,18.7,6.0,97
2021-08-20,19.8,2.6,91
2021-08-21,19.3,3.9,93
2021-08-22,20.3,6.7,88
2021-08-23,19.9,23.3,93
2021-08-24,19.8,11.1,93
2021-08-25,20.2,5.8,91
2021-08-26,20.2,10.2,90
2021-08-27,19.7,20.7,96
2021-08-28,18.6,57.0,100
2021-08-29,17.9,77.9,100
2021-08-30,18.1,29.8,99
2021-08-31,19.5,4.1,95
2021-09-01,19.4,5.2,93
2021-09-02,19.0,11.5,95
2021-09-03,19.0,9.0,95
2021-09-04,18.6,16.8,100
2021-09-05,18.5,45.1,100
2021-09-06,17.9,55.9,100
2021-09-07,18.5,29.0,99
2021-09-08,19.1,16.0,96
2021-09-09,19.4,7.7,96
2021-09-10,19.2,7.7,95
2021-09-11,19.3,7.0,97
2021-09-12,19.1,18.9,98
2021-09-13,19.1,18.7,97
2021-09-14,19.5,10.4,95
2021-09-15,19.8,8.0,93
2021-09-16,19.7,6.5,94
2021-09-17,20.0,1.7,90
2021-09-18,20.2,3.0,88
2021-09-19,20.7,6.3,87
2021-09-20,20.6,0.4,83
2021-09-21,19.8,5.2,92
2021-09-22,19.5,5.1,94
2021-09-23,19.5,5.6,93
2021-09-24,19.9,3.8,92
2021-09-25,19.9,3.0,92
2021-09-26,19.9,3.3,91
2021-09-27,18.8,15.2,98
2021-09-28,19.3,8.8,94
2021-09-29,19.6,3.4,94
2021-09-30,19.9,9.9,92
2021-10-01,20.2,21.0,93
2021-10-02,20.7,31.0,90
2021-10-03,20.7,9.6,91
2021-10-04,20.3,19.1,93
2021-10-05,20.2,13.9,93
2021-10-06,19.8,5.2,92
2021-10-07,20.4,2.4,91
2021-10-08,20.3,4.2,92
2021-10-09,19.9,4.7,95
2021-10-10,20.0,13.2,95
2021-10-11,20.0,3.2,94
2021-10-12,19.0,18.5,99
2021-10-13,19.5,12.8,93
2021-10-14,20.2,6.4,93
2021-10-15,20.4,5.5,92
2021-10-16,20.1,27.0,92
2021-10-17,19.5,10.4,97
2021-10-18,19.7,2.9,95
2021-10-19,20.2,0.0,86
2021-10-20,20.3,5.4,88
2021-10-21,20.5,8.1,91
2021-10-22,20.2,2.1,90
2021-10-23,19.7,7.0,93
2021-10-24,19.4,2.3,92
2021-10-25,19.7,5.9,89
2021-10-26,19.6,8.8,90
2021-10-27,20.5,0.3,85
2021-10-28,20.4,0.0,81
2021-10-29,20.0,8.9,82
2021-10-30,20.2,12.6,91
2021-10-31,20.6,2.5,87
2021-11-01,20.0,8.3,87
2021-11-02,20.0,7.6,90
2021-11-03,19.6,5.4,92
2021-11-04,19.7,18.6,91
2021-11-05,19.3,15.7,94
2021-11-06,19.2,17.1,93
2021-11-07,19.2,7.3,92
2021-11-08,19.1,3.9,91
2021-11-09,19.2,0.7,87
2021-11-10,18.8,0.0,78
2021-11-11,18.5,0.8,84
2021-11-12,18.5,17.6,93
2021-11-13,19.3,40.8,96
2021-11-14,18.9,48.1,98
2021-11-15,19.5,8.3,94
2021-11-16,19.1,9.4,97
2021-11-17,19.6,3.8,92
2021-11-18,19.0,5.8,94
2021-11-19,18.6,6.7,96
2021-11-20,19.3,2.5,95
2021-11-21,19.7,2.8,92
2021-11-22,19.5,18.7,92
2021-11-23,20.0,2.7,89
2021-11-24,20.3,2.1,86
2021-11-25,20.2,0.2,81
2021-11-26,19.6,0.7,82
2021-11-27,19.0,0.2,80
2021-11-28,19.6,1.6,86
2021-11-29,19.7,2.9,89
2021-11-30,19.6,2.0,87
2021-12-01,19.9,0.9,86
2021-12-02,19.4,10.1,92
2021-12-03,19.0,4.6,92
2021-12-04,18.8,1.4,93
2021-12-05,19.4,0.5,89
2021-12-06,19.7,0.3,85
2021-12-07,20.1,0.2,83
2021-12-08,20.0,0.0,75
2021-12-09,20.1,0.5,79
2021-12-10,19.8,0.0,77
2021-12-11,19.2,1.1,82
2021-12-12,20.1,0.2,79
2021-12-13,19.8,0.0,80
2021-12-14,19.7,0.0,79
2021-12-15,19.5,0.0,78
2021-12-16,19.1,0.0,78
2021-12-17,19.6,0.0,75
2021-12-18,19.2,0.0,70
2021-12-19,18.1,0.0,67
2021-12-20,17.5,0.0,67
2021-12-21,18.4,0.0,72
2021-12-22,19.3,0.0,74
2021-12-23,19.4,0.0,75
2021-12-24,19.7,0.0,69
2021-12-25,19.9,0.0,69
2021-12-26,20.0,0.0,63
2021-12-27,19.3,0.0,67
2021-12-28,19.0,0.0,65
2021-12-29,19.3,0.0,62
2021-12-30,19.4,0.0,66
2021-12-31,20.2,0.2,76
2022-01-01,20.3,1.7,74
2022-01-02,20.2,0.0,71
2022-01-03,20.0,0.0,68
2022-01-04,19.0,0.0,68
2022-01-05,19.2,0.0,72
2022-01-06,19.7,0.7,74
2022-01-07,19.4,0.1,79
2022-01-08,19.6,0.0,77
2022-01-09,19.5,0.2,77
2022-01-10,20.1,0.0,70
2022-01-11,19.8,0.2,71
2022-01-12,18.9,0.0,69
2022-01-13,18.7,0.0,64
2022-01-14,18.6,0.0,65
2022-01-15,19.4,0.0,67
2022-01-16,20.6,0.0,62
2022-01-17,20.3,0.0,66
2022-01-18,19.8,0.0,66
2022-01-19,19.8,0.0,57
2022-01-20,20.1,0.2,61
2022-01-21,21.1,0.1,61
2022-01-22,19.6,0.0,71
2022-01-23,18.2,0.0,65
2022-01-24,18.2,0.0,69
2022-01-25,17.8,0.0,71
2022-01-26,18.3,0.0,73
2022-01-27,20.0,0.0,66
2022-01-28,20.1,0.0,69
2022-01-29,20.2,0.0,70
2022-01-30,21.1,0.0,70
2022-01-31,21.2,0.0,72
2022-02-01,21.8,0.0,69
2022-02-02,21.1,0.0,74
2022-02-03,20.5,0.0,70
2022-02-04,18.8,0.0,63
2022-02-05,19.3,0.0,59
2022-02-06,19.4,0.1,68
2022-02-07,20.0,0.0,74
2022-02-08,20.3,0.0,73
2022-02-09,20.3,0.0,72
2022-02-10,20.4,0.0,68
2022-02-11,20.9,0.0,48
2022-02-12,20.9,0.0,58
2022-02-13,21.1,0.0,64
2022-02-14,20.8,0.0,68
2022-02-15,20.2,0.3,74
2022-02-16,19.9,1.5,76
2022-02-17,20.9,1.2,72
2022-02-18,20.7,0.0,64
2022-02-19,21.4,0.0,60
2022-02-20,21.2,0.0,64
2022-02-21,21.8,0.0,66
2022-02-22,22.2,0.0,56
2022-02-23,21.8,0.0,61
2022-02-24,21.2,0.0,56
2022-02-25,21.2,0.0,58
2022-02-26,21.3,0.0,51
2022-02-27,21.5,0.0,58
2022-02-28,21.1,0.0,63
2022-03-01,21.5,0.0,61
2022-03-02,21.8,0.0,38
2022-03-03,21.7,0.0,36
2022-03-04,22.1,0.0,35
2022-03-05,22.2,0.0,46
2022-03-06,22.3,0.0,46
2022-03-07,21.8,0.8,62
2022-03-08,21.5,0.4,74
2022-03-09,21.7,0.0,71
2022-03-10,22.0,2.2,66
2022-03-11,22.3,0.0,61
2022-03-12,22.9,0.0,50
2022-03-13,23.2,0.0,44
2022-03-14,23.6,0.0,49
2022-03-15,23.3,1.3,65
2022-03-16,23.7,0.0,68
2022-03-17,23.6,1.4,69
2022-03-18,22.7,0.5,70
2022-03-19,20.6,11.5,85
2022-03-20,19.9,6.2,87
2022-03-21,20.1,12.3,86
2022-03-22,20.2,14.7,88
2022-03-23,21.1,2.0,86
2022-03-24,20.5,2.8,88
2022-03-25,20.8,1.8,86
2022-03-26,21.0,4.2,85
2022-03-27,22.5,0.2,79
2022-03-28,23.0,4.0,79
2022-03-29,22.2,5.8,86
2022-03-30,22.1,4.3,88
2022-03-31,21.7,8.7,89
2022-04-01,21.4,2.6,88
2022-04-02,21.1,1.2,87
2022-04-03,22.3,2.4,79
2022-04-04,23.5,0.0,74
2022-04-05,22.9,4.7,76
2022-04-06,22.2,2.4,79
2022-04-07,22.3,0.2,79
2022-04-08,22.4,1.1,80
2022-04-09,21.7,3.6,86
2022-04-10,21.5,5.3,89
2022-04-11,22.6,1.0,83
2022-04-12,22.6,0.7,83
2022-04-13,21.2,11.9,90
2022-04-14,20.1,5.0,95
2022-04-15,20.7,8.9,91
2022-04-16,21.0,10.3,90
2022-04-17,20.3,22.0,91
2022-04-18,19.9,11.7,91
2022-04-19,21.3,11.6,90
2022-04-20,23.0,3.9,80
2022-04-21,23.7,0.0,78
2022-04-22,23.9,0.0,74
2022-04-23,22.5,0.9,83
2022-04-24,21.4,3.0,90
2022-04-25,21.7,3.6,85
2022-04-26,22.8,0.9,85
2022-04-27,24.1,0.1,76
2022-04-28,22.7,4.5,87
2022-04-29,23.0,4.4,87
2022-04-30,22.5,4.7,87
2022-05-01,21.3,9.3,93
2022-05-02,21.6,2.1,90
2022-05-03,22.2,7.9,89
2022-05-04,21.6,3.5,92
2022-05-05,21.1,17.1,91
2022-05-06,20.5,16.8,93
2022-05-07,21.3,3.0,88
2022-05-08,22.2,1.3,87
2022-05-09,21.3,1.4,94
2022-05-10,20.3,8.9,96
2022-05-11,19.2,9.5,98
2022-05-12,19.2,7.5,97
2022-05-13,19.7,2.5,95
2022-05-14,20.2,6.7,95
2022-05-15,20.2,7.9,95
2022-05-16,20.4,31.6,95
2022-05-17,19.3,38.8,98
2022-05-18,18.9,76.1,99
2022-05-19,18.0,46.8,98
2022-05-20,19.6,4.9,94
2022-05-21,20.1,3.7,91
2022-05-22,19.3,12.4,97
2022-05-23,20.8,4.3,93
2022-05-24,21.2,4.7,91
2022-05-25,21.3,1.5,90
2022-05-26,20.9,4.2,90
2022-05-27,20.2,6.4,91
2022-05-28,19.9,3.9,90
2022-05-29,20.5,1.0,85
2022-05-30,20.2,3.1,88
2022-05-31,19.8,1.7,92
2022-06-01,20.3,9.0,92
2022-06-02,20.3,8.8,91
2022-06-03,20.8,0.9,89
2022-06-04,21.6,3.9,89
2022-06-05,21.1,3.2,89
2022-06-06,21.0,8.8,91
2022-06-07,20.7,8.0,91
2022-06-08,20.2,8.7,92
2022-06-09,20.5,3.1,88
2022-06-10,20.4,3.3,89
2022-06-11,20.3,4.2,89
2022-06-12,19.9,2.3,91
2022-06-13,20.2,2.3,91
2022-06-14,20.6,3.0,90
2022-06-15,20.1,2.7,93
2022-06-16,20.0,8.6,93
2022-06-17,20.1,16.2,92
2022-06-18,19.6,9.2,94
2022-06-19,19.6,11.5,94
2022-06-20,19.8,8.2,91
2022-06-21,18.3,26.9,100
2022-06-22,19.3,19.6,94
2022-06-23,19.7,3.0,92
2022-06-24,19.3,8.8,95
